id,name,host_name,neighbourhood,floor,price,footage,avgreview
1832,Spacious room in North Williamsburg/Greenpoint,Helen,Greenpoint,1,102.0103028,297,4.49
1833,Private Room in the heart of Williamsburg,Karim,Williamsburg,1,101.4501985,505,2.45
1834,(E) Private Queen Room LGA JFK Manhattan 15m,Fmny,Rego Park,5,80.77146453,300,2.42
1835,Bright room near shops and subway well located,Robertina,Jackson Heights,5,89.33377426,285,3.31
1836,Hey Beautiful Brooklyn Brownstone!,Donna,Prospect Heights,1,132.9893332,215,4.19
1837,"East 63rd street, Studio Serviced Apartment",Ken,Upper East Side,16,529.215923,516,3.21
1838,√ LUXURY NYC LOFT √ | Spa Amenities | Smart Home,Feliz,East Harlem,16,517.0655786,357,3.94
1839,Awesome Private Room in Historic Village of Harlem,Rocky,Harlem,1,131.8187403,225,2.78
1840,Fulton 2,Sarah-2,Cypress Hills,5,262.1146455,205,2.91
1841,Modern duplex 30 minutes to Times Square,Marvin,Washington Heights,16,508.9166314,731,2.86
1842,CSS (Central/Sunny/Spacious) 1 BR in Park Slope,Angelina,Park Slope,1,197.5336907,456,3.36
1843,Beautiful sunny studio apartment,Ramy,Bedford-Stuyvesant,1,194.4047151,260,1.6
1844,Cozy studio in East New York,L,East New York,1,190.4048394,333,2.76
1845,"Lovely, large studio near Central Park",Charlie,Upper West Side,16,527.4917577,272,3.14
1846,Spacious Brooklyn home 2bdrm near Prospect Park.,David,Flatbush,1,192.9048042,390,2.14
1847,Beautiful private Apt-15m Manhattan (3rd Room),Eldad & Paulina,Bushwick,1,198.3275447,289,3.15
1848,Shared Room in Brooklyn,Ajay,Bay Ridge,1,59.38524096,341,3.8
1849,Central Park North 1 Bedroom Apt,Maria,Harlem,16,517.1581682,759,2.62
1850,Brooklyn Botanical Hideaway,David,Crown Heights,1,197.1717658,246,2.93
1851,Times Square 1BR w/ Great views + Indoor pool by Blueground,Blueground,Theater District,16,533.6894857,468,4.33
1852,Elegant NYC Pad,Vasili,Ditmars Steinway,5,90.81854085,362,3.17
1853,Huge Master Bedroom In A Very Spacious Apartment,Nkem,Jamaica,5,77.14169166,183,4.72
1854,"Bright, spacious, ensuite bedroom in Williamsburg",Vanessa,Williamsburg,1,98.54595408,404,3.64
1855,5 Star Manhattan Luxury St. Regis Hotel King Suite,Alyssa,Midtown,18,533.2810023,319,2.53
1856,Beautiful Bed Stuy Garden Apartment,Malika,Bedford-Stuyvesant,1,196.487351,262,2.85
1857,Spacious Room in great location,Moises,Inwood,1,124.9841076,582,3.02
1858,Lovely Studio in FiDi by Sonder,Sonder (NYC),Financial District,2,282.9469742,192,3.14
1859,Gorgeous Clinton Hill Brooklyn 1BR Garden Apt,Joanna & Brian,Clinton Hill,1,200.2894774,504,3.3
1860,Reduced$ EastVillage Entire 1BD APT,Gregory,East Village,1,287.7995203,332,4.6
1861,Union Square 1 Bedroom Quiet & Clean,Ann,East Village,16,537.540718,315,3.83
1862,Modern Private BR in Ridgewood Woodbine,Yuval,Ridgewood,5,82.46909363,269,3.25
1863,Beautiful Private Room and Bath in Historic Harlem,Julie,Harlem,16,512.832285,370,2.41
1864,Cozy room in Prospect Heights,Allegra,Crown Heights,1,92.90429817,604,3.82
1865,Kips Bay Apartment,Gia,Kips Bay,16,537.6427089,532,2.93
1866,Cozy Room w/ Queen Bed (1FL),Shirley,Flushing,5,78.80967187,694,2.86
1867,Luxury Private Condo/Apartment,Markus,Crown Heights,1,131.2274895,473,2.85
1868,Bedstuy Brownstone apartment with a backyard,Melaney,Bedford-Stuyvesant,1,91.70691135,414,2.13
1869,"One bedroom, with huge backyard for personal space",Eleonora,Ditmars Steinway,5,195.1248572,156,2.12
1870,Great NYC Apartment,Sam,Upper West Side,16,519.7850362,290,4.38
1871,The City Farmhouse A&B **MONTHLY RENTALS**,Angele,Astoria,5,166.9181222,467,3.19
1872,Lovely private suite in charming historic house,Mollie,Ridgewood,5,82.25563495,617,2.95
1873,Stylish Studio in Midtown East,Shwetha,Midtown,1,282.0618661,565,2.91
1874,Private bedroom w/ bathroom in cozy UWS apartment,Marjolein,Upper West Side,16,254.3519137,305,2.79
1875,Stunning Private Room in Heart of NYC with Jacuzzi,Marcos,Kips Bay,16,266.7097435,276,4.59
1876,Private Room Best LES Location- Read Description!,Andrea,Chinatown,1,146.8246993,170,2.8
1877,Williamsburg Bedroom in a Beautiful  Home,Ashley,Williamsburg,1,97.33343203,513,2.53
1878,Luxury Two Bedroom on High Floor with Great Views,Richard,Financial District,1,282.2787566,222,2.58
1879,Charming Manhattan-Midtown Studio,Roman,Midtown,16,534.9745684,431,4.61
1880,MODERN PENTHOUSE ROOM/BALCONY AMAZING LOCATION :),Bella,Williamsburg,1,98.74209158,249,3.21
1881,Bright Comfy Studio!,Adrienne,Upper West Side,16,256.6586052,272,4.21
1882,Lux Condo Room Close to Manhattan. WiFi & Balcony!,Kazuya,Woodside,5,91.81872615,635,4.06
1883,East Village Studio Apartment,Cami,East Village,16,535.6990617,259,3.01
1884,"BEST LOCATION! Flatiron! Large 2 Bedroom, Terrace",Seth,Midtown,16,538.6926953,183,4.61
1885,GREAT DEAL IN TIMES SQ./HK,Matt,Hell's Kitchen,1,285.9139256,296,3.3
1886,"Cozy Room, great Apartment, nice and safety area",Aracelli,East Harlem,16,519.3115514,388,1.65
1887,Bed-Stuy Artists Retreat,Kelley,Bedford-Stuyvesant,1,93.74147801,274,2.02
1888,COZY ROOM,Genya,Sheepshead Bay,1,84.90063633,270,2.81
1889,Sunnyside's beauty,Sammy,Sunnyside,5,169.338834,273,2.05
1890,Fantastic Studio with King bed- Best Location!,CA & Gray,Upper East Side,16,523.3538399,524,2.78
1891,Idyllic Two Bedroom Apt in the heart of Chelsea,Kendall,Chelsea,1,287.5044151,269,2.31
1892,Beautiful 2bdroom apartmnt,John,Forest Hills,5,158.6157229,474,4.67
1893,Chelsea  Modern 1 BR. Apartment,Sayed,Midtown,1,289.239109,273,2.18
1894,A Cozy Brooklyn Hideaway,Pepe,Clinton Hill,1,199.0457768,441,4.91
1895,Chelsea/West Village - 2bdrm apt,Lindsey,Chelsea,16,265.0393909,214,2.52
1896,Bright ‘n Clean private room close to L M train!!,Jose,Ridgewood,5,82.48056913,192,2.2
1897,Room With A View,Lida,Sunnyside,5,86.19246995,404,4.3
1898,Bear(B),Geheng,Flushing,5,78.44248224,387,2.4
1899,JFK Studio Hideaway,Sherra,St. Albans,5,185.662508,235,3.72
1900,"Modern, Private Bedroom in East Harlem",Carly,East Harlem,1,132.5994072,321,3.61
1901,Large Sunny Room Available,Damion,East Harlem,16,248.4341972,240,2.05
1902,"Large, sunny, private studio Apt 2R",Adam & Allen,Greenpoint,16,255.5991002,432,2.8
1903,Bedroom in FABULOUS W. Village Apt!,Kate,West Village,16,535.6990617,680,3.4
1904,"Private, modern South Slope studio",Jessica,Sunset Park,1,196.1000566,556,3.03
1905,Light-filled master Bedroom by the Cloisters,Violetta,Washington Heights,16,242.0220795,468,4.23
1906,Penthouse w/ private Manhattan skyline view deck!,Christi,Greenpoint,1,204.2791018,265,3.17
1907,"Hip, Vibrant, COLORFUL Downtown Manhattan 1 Bed",Evan,Chinatown,1,285.1242765,418,2.96
1908,Heart of Manhattan's  West Village,Ryan,West Village,16,264.96028,180,2.81
1909,Central Studio with 12 foot ceilings - Not Shared,Ken,Midtown,16,535.6069309,228,3.31
1910,Private Room With GREAT Location,John,Long Island City,5,93.36072765,514,3.39
1911,Ultra-Modern 6-bedroom House (Great for Groups),Jack,Chelsea,4,287.2137926,405,2.34
1912,Peaceful Studio,Negin,Williamsburg,1,201.5833587,169,4.92
1913,Beautiful Brownstone apt in Central Harlem,Tom & Emma,Harlem,16,514.7295723,433,2.08
1914,PRIVATE ROOM - Sunny and Spacious - Brooklyn Loft,Aurelien,Williamsburg,1,199.131983,202,2.39
1915,Zen Eyrie –Airport Pick-Up: JFK/LGA,Adolfo,Cypress Hills,1,87.61120981,385,3.13
1916,Entire Cozy Studio in Central Harlem,Lucy,Harlem,16,514.6769222,391,3.63
1917,"Quiet Private room Queens Nyc,Midtown 30 mins",Rory,Maspeth,5,82.52671816,348,2.87
1918,The Justice Tower 2,Xolie,Clinton Hill,1,97.05930922,329,3.47
1919,Delightful 1BR in Midtown East by Sonder,Sonder (NYC),Murray Hill,16,536.4529016,407,3.55
1920,Cozy Room in Classic Crown Heights,Vita,Crown Heights,1,91.22330247,357,4.28
1921,Sunny Ditmas Park Carriage House (Events Listing),Jed,Flatbush,1,192.2164336,581,2.31
1922,"Lovely room with private bathroom, near Manhattan",Martin,Sunnyside,5,86.29733924,378,3.87
1923,"Bedroom in huge apartment, Empire State View",Blake,Bedford-Stuyvesant,1,92.4643388,213,2.74
1924,"Only woman ..  East elmhurts ,queens , ny 11369",Lore,East Elmhurst,5,81.26815894,346,4.83
1925,Fab 1 Bedroom Apartment!,Suzanne,East Harlem,1,266.5003288,463,3.63
1926,Glam Hipster Digs,Tamu,Bushwick,1,93.43776807,442,4.99
1927,COZY SPACIOUS ROOM WITH PRIVATE ENTRANCE TO GARDEN,Valentine,Bedford-Stuyvesant,1,198.1688146,297,2.72
1928,"Cozy Apartment, 30 min train ride to Times Square!",Augusto M Gallardo,Jackson Heights,20,513.0981011,195,3.8
1929,Casa Estrella,Monica,Bushwick,1,198.1426042,415,2.37
1930,"Cozy 1 Bedroom in Crown Heights, right by subway!",Chana,Crown Heights,1,193.9851648,286,3.06
1931,Spacious 1 Bedroom in Historic Brownstone,Zahid,Bedford-Stuyvesant,1,196.6202276,470,3.8
1932,TriBeCa / Fidi in the sky,Michael,Financial District,1,283.6427787,328,4.13
1933,Cozy Home in the suburbs,Rehat,Jamaica Estates,5,77.34904769,552,3.45
1934,Sunny Penthouse by Waterfront Park and Subway!!,Maya,Williamsburg,1,208.2676645,321,2.93
1935,"One Room in  Luxury Apartment, 5min to Midtown",Joanna,Long Island City,5,92.12905429,515,2.39
1936,Private Room in Spacious Apartment with Patio!,Travis,Boerum Hill,1,95.87994366,257,2.4
1937,Luxe Elegance in the <3 of Brooklyn,Emily,Prospect Heights,1,198.5704597,315,2.13
1938,Sunny Bklyn Jewel  Fort Greene JULY  - AUG 2019,Wanda,Fort Greene,1,201.6920307,396,2.57
1939,Sunny 1-br UES apartment!,Dim,Upper East Side,16,521.2054908,170,3.51
1940,"Cozy 1 bedroom, close to it all in Manhattan !",Jaclyn,Upper East Side,1,279.1195871,316,3.45
1941,Private and quiet room near Columbia University,Jose Vicente,Morningside Heights,1,129.716581,244,3.93
1942,house,Daitao,Fort Greene,1,203.9685704,484,4.04
1943,2 BDRM PRESIDENTIAL LUXURY CONDO MIDTOWN 45  NYC *,Chayla,Midtown,2,147.4138773,341,1.7
1944,Gorgeous Room Near Prospect Park,Camila,Flatbush,1,88.9751486,231,3.83
1945,Large Sunny Bedroom in 2 bedroom Apt. near train,Josseline,Gravesend,1,85.12673776,579,4.16
1946,"City retrieve1 -large bedroom, comfortable / quite",Jana,Harlem,16,245.0211347,636,3.86
1947,"PRIVATE Room in Spacious, Quiet Apt",Agnes,Harlem,16,244.9479577,509,3.58
1948,Simple Suite with Private Bathroom,Mrs. Alabi,Crown Heights,1,194.0838472,461,3.5
1949,Stunning Duplex in prime Park Slope!,Jaclyn,Park Slope,1,199.3065657,462,2.28
1950,Charming Studio on Upper East Side,Lisa,Upper East Side,16,520.6021119,327,4.65
1951,Tranquil East Village apartment,Lotte,East Village,16,535.1530347,309,4.7
1952,Newly renovated 1 bdrm right by trains. Entire apt,Delphina,Crown Heights,1,194.2849915,288,3.11
1953,BIG ROOM IN BROOKLYN!! ,Monica,Bedford-Stuyvesant,16,520.3760283,192,3.61
1954,Cute room! 15mins to LGA 17mins to Midtown.,Kazuya,Astoria,5,86.25520914,207,2.62
1955,"Sunny, Chelsea Studio has queen bed and sleep loft",Michael,Chelsea,16,536.549284,490,4.53
1956,Classic brownstone drenched with light,Claudia,Clinton Hill,1,202.0242272,359,2.55
1957,Sunny 1br across from the park,Daniel,Morningside Heights,16,515.7394378,364,2.96
1958,Brooklyn Carriage House,Cath,Prospect Heights,1,199.0171999,375,2.36
1959,"Sunny, Modern Open 1BR ",Stephen,Lower East Side,16,535.4240309,261,3.51
1960,"Cozy, sun-drenched, 1st floor apt in Astoria / LIC",Jennifer,Long Island City,5,169.9513359,385,3.96
1961,Bright Apartment Nestled in Hamilton Heights,Brooks,Harlem,16,512.9151767,497,2.98
1962,Country House in the City,Jenni,Carroll Gardens,1,201.6920307,516,4.11
1963,River and Park Views from Balcony,Nova,Morningside Heights,1,266.6203373,624,3.87
1964,"Designer's private BR/Studio
+common kitch/bath",Antonio,Crown Heights,1,91.74400114,467,4.3
1965,Bright charming studio in quiet treelined Brooklyn,Rhianna,Crown Heights,1,90.72080404,228,3
1966,Room in Beautiful Beach Bungalow!,Jo,Far Rockaway,5,75.70567318,284,2.62
1967,"5min walk to Metro+Laundry, Cleaning, & AC!",Casey,Crown Heights,16,515.759324,420,3.3
1968,Bedroom & Private Bathroom in Brooklyn!,Tami,East Flatbush,1,263.2447113,375,3.56
1969,Dreamy bright Nook,Valentina,Bushwick,1,91.95127299,311,3.91
1970,Beautiful home in the Heights,Zachary,Washington Heights,16,242.737668,465,3.3
1971,Cozy 1 bedroom walkup in the heart of Astoria,Alex,Astoria,5,167.8550108,218,3.64
1972,Brooklyn Cozy and Convenient,Ayodele,Crown Heights,1,194.3019856,407,3.51
1973,Wonderful Getaway in Bedstuy,Seun And Marie,Bedford-Stuyvesant,16,516.5070642,537,2.93
1974,15 minute train ride to Times Square,M,Woodside,5,84.43672675,180,4.14
1975,BEAUTIFUL renovated Hamilton Heights room!,Jordon,Harlem,16,245.1595586,380,2.55
1976,Best Location on the UWS!!,Sasha,Upper West Side,1,135.8315004,231,2.52
1977,SUNNY 1BR / 1B UES APT,Nina,Upper East Side,1,274.3647372,257,4.76
1978,Amazing Place - ASTORIA,Fabiana,Astoria,5,85.13143947,352,2.88
1979,Designer Studio with Private Terrace,Jessica,Upper West Side,1,275.101178,360,2.72
1980,The Williamsburg Artist's Pad,Michael,Williamsburg,1,201.7650447,441,2.03
1981,UWS Studio Apartment,Tracey,Upper West Side,1,275.0123049,661,4.08
1982,Respectful  guest for long term is required,Evyiatar,Bayswater,5,75.85076296,669,3.46
1983,Huge Williamsburg Loft,Megan,Williamsburg,1,207.7970929,358,4.38
1984,Great pad in Brooklyn next to train,Kevin,Crown Heights,1,194.667414,405,3.37
1985,"Entire Huge 1 bd Apartment, Brooklyn Living",Jonathan,Crown Heights,1,193.5251131,389,3.48
1986,West Village Paradise - Large 1 bedroom,Emanuel,West Village,16,535.2429239,344,2.18
1987,Lovely studio 2 min walk to train/ subway C),Silvia,East New York,1,191.382375,456,2.15
1988,"Spacious, bright, living/bedroom",Nessa,Flatbush,1,87.8431114,303,4.85
1989,Bright Spacious BK Room with Bath,Sara,Bushwick,1,92.42366558,214,2.08
1990,Luxury Contemporary Central Home,Ian,Chelsea,1,288.301609,382,2.48
1991,Huge APT with private rooftop in Williamsburg,Diego,Williamsburg,1,206.2605056,331,4.32
1992,1 bed in the heart of Financial District of NYC,Chelsea,Financial District,1,144.7408282,246,3.16
1993,Newly Renovated Cozy studio in lower east side #9,Karen,Lower East Side,1,286.6455928,291,2.59
1994,Private Room in Beating Heart of NYC Art Scene,Justin,Bushwick,1,93.18901726,339,2.33
1995,"Duane Street, Upscale Tribeca Studio",Ken,Tribeca,16,534.2777407,274,2.59
1996,West Village 1 Bedroom well lit CLEAN apartment,Justin,West Village,16,536.549284,236,3.49
1997,Cute apartment in East Village,Maxime,East Village,16,535.1530347,179,2.7
1998,Sunny 1BR in the Heart of the Lower East Side,Gordy,Lower East Side,16,535.5152551,183,4.56
1999,G&G Brooklyn Palace,Garcia,Prospect-Lefferts Gardens,1,193.7279554,387,2.57
2000,Cozy minimalist room close to train (1),Silvia,East New York,1,87.42667212,360,3.84
2001,Master Suite w/ Private Bath in Financial District,Donna,Financial District,1,282.4985325,623,3.16
2002,Bright and Sunny Urban Getaway,Gregory,Inwood,16,507.7776601,541,4.42
2003,Hawai memories,Rich,Cypress Hills,1,87.13839657,200,3.35
2004,The best room on Sheepshead Bay,Anna,Sheepshead Bay,1,83.76754056,264,4.1
2005,Private rooms in heart of Chelsea,Erik,Chelsea,16,264.96028,313,1.69
2006, garden view  / female guest ,Ruth,Flushing,5,84.76729446,350,2.66
2007,Seasonal Exposed Brick Private Bedroom !!!,Giovanni,Bedford-Stuyvesant,1,92.14465439,530,3.11
2008,"Live/Work Artist Loft in Ridgewood , Queens NYC",Brian,Ridgewood,5,82.88592604,339,2.5
2009,Spacious retreat,Xander,Harlem,1,263.1151497,497,3.16
2010,Franklin Ave Stay,Keren,Crown Heights,1,91.5061011,253,2.13
2011,Beautiful 2 Bedroom Apt Near Times Square,Liz,Hell's Kitchen,1,286.2761461,766,3.8
2012,Spacious 1 Bedroom Near Central Park.,Mickey,East Harlem,1,267.3331983,311,3.75
2013,INCREDIBLY LOCATED GREENWICH/WEST VILLAGE APT.!,Sandi,Greenwich Village,16,536.2615934,183,1.81
2014,Comfort home,Yan,Sunset Park,1,88.41620928,382,3.06
2015,Brownstone Parlor Floor Suite by Superhost!,Steef,Bedford-Stuyvesant,16,516.5941601,272,3.14
2016,Pre-War Apt on Central Park West!,Darren,Upper West Side,2,272.7869897,434,2.63
2017,Comfortable quiet single room in beautiful Astoria,Eric,Astoria,5,168.6333063,276,3.47
2018,*PRIME* Linen & Lavender in the LES (Clinton St.),Jessy & Grant,Lower East Side,16,534.5359104,344,3.02
2019,Serene Central Park Getaway,Allison,Upper West Side,16,249.11987,300,4.36
2020,Modern Unique Studio in NYC,Jason,Long Island City,5,94.45986881,382,3.33
2021,Brooklyn Cozy Garden Apt,Ava,Bedford-Stuyvesant,1,91.72543365,510,4.04
2022,Manhattan Chelsea - Cozy Queen Room,Erin,Chelsea,1,148.342279,218,2.27
2023,Beautiful sunny Bushwick Loft,Max,Bushwick,1,197.9097902,397,3.22
2024,Stunning SoHo 1400sqft LOFT/DUPLEX on Best Street,Allegra,SoHo,17,535.4240309,215,4.92
2025,Cozy Bed Stuy Getaway,Stephanie,Bedford-Stuyvesant,1,195.3536514,553,2.8
2026,Artsy Private Room in LIC. 2 min walk to Subway.,Lunara,Long Island City,5,92.50934348,496,3.35
2027,Private Room in Luxury Apt Building - NYC,Nicole,Hell's Kitchen,1,284.3679146,443,2.82
2028,Alphabet City Long term Stay,Cameron,East Village,1,146.7526416,498,2.76
2029,A Peaceful Home in Manhattan,Kathleen,Harlem,1,127.561782,415,3.08
2030,Your Times Square Sanctuary,Kristina,Hell's Kitchen,16,263.1740979,896,3.61
2031,"Bright, Huge 1Bdrm in Midtown",Amaryllis,Midtown,16,534.7101021,382,2.5
2032,Ultimate 50th Floor Downtown Penthouse  - 4000SqFt,Diana,SoHo,20,535.6990617,447,4.88
2033,HUGE 1 bedroom in Manhattan,J,Stuyvesant Town,16,535.2429239,255,2.88
2034,Large Sunny 1 BR - Heart of Manhattan!,Diana,East Village,16,536.4529016,205,4.86
2035,Upper East Side - Posh NYC Experience,Rosario,Upper East Side,16,255.3302483,364,3.33
2036,Brooklyn Bay Ridge area★★明るいお部屋★,Saori,Bay Ridge,1,87.43623168,180,4.6
2037,3rd Floor Art,Dionyssios,Washington Heights,16,508.9311797,394,2.17
2038,The Spark Spot,Jasmaine,Bedford-Stuyvesant,1,193.6024938,377,4.14
2039,Bed-Stuy Brownstone 1 bedroom,Tamar,Bedford-Stuyvesant,16,248.7600575,350,3.99
2040,Harlem Humble Abode - 1 bedroom - Cute and Quaint,S,Washington Heights,16,511.3981147,352,3.62
2041,Charming studio close to everything,Christina,Hell's Kitchen,16,530.5295001,421,2.89
2042,1 bedroom presidential wyndham NYC,Gharet,Midtown,16,535.1530347,179,2.5
2043,Peaceful double room in Brooklyn Brownstone,Chantille & Linda,Prospect Heights,1,198.3009136,438,3.03
2044,Private bedroom at East Williamsburg,Ceren,Williamsburg,16,253.4577034,330,2.11
2045,Flushing Haven (B),Tammie,Flushing,5,78.20575449,469,3.59
2046,Quiet 1BR Apt in West Village/NYU,Kim,West Village,1,285.1242765,382,2.45
2047,Olivier,Olivier,Upper West Side,1,272.1398724,328,3.74
2048,Cozy Boerum Hill Apartment,Alex,Carroll Gardens,1,95.52597389,302,3.49
2049,Jul Discount! Private Flat (with Patio!) in NYC,Susan,Harlem,1,265.2818898,388,2
2050,Studio - West Village - Unit 5,Marie,West Village,1,286.3678219,240,3.51
2051,Large DT Bedroom! - TriBeCa/Financial  Manhattan!,Ben,Financial District,1,283.5640518,289,2.72
2052,Luxury NYC 2 Bedroom with Terrace,Sandra,Upper East Side,16,530.7362826,308,2.28
2053,Private huge BDR in East Village!,Nick,East Village,16,263.8930506,518,2.18
2054,"Beautiful, Sunny Private Room in Harlem",Belkis,Harlem,16,244.7339246,548,2.85
2055,Best views of Manhattan!,Ted,Financial District,1,282.1338459,167,2.94
2056,Urban sanctuary near Bedford L!,Maria,Williamsburg,1,279.1195871,426,2.42
2057,Spacious Studio Home in Landmark Townhouse,Robert,Upper West Side,16,517.417612,218,3.55
2058,Unique Furnished Apt in UES Mansion Off 5th,Maria,Upper East Side,16,527.8324255,226,3.98
2059,Dreamy Private Bedroom Near Manhattan NYC.,Shahana,Crown Heights,1,88.76702706,291,2.74
2060,Affordable Manh. Studio for 2 for weekend(or week),Janu,Harlem,1,267.5541273,379,2.07
2061,East Village 1 bedroom private apartment,Matthew,East Village,16,534.6227964,474,1.89
2062,Sonder | The Nash | Classic 1BR + Fitness Center,Sonder (NYC),Murray Hill,16,537.0386294,295,4.61
2063,Alluring Two- Bedroom in Highland Park,Mondell,Cypress Hills,1,191.4509043,293,2.13
2064,East Williamsburg Bedroom,Alik,Williamsburg,1,98.20148759,511,1.76
2065,"Quiet South Slope house w/ piano, porch & garden.",Tracey,Sunset Park,16,515.4273706,414,2.55
2066,"LGBTQ+ Super Chill Brooklyn Private Room, JMZ,",Nate,Williamsburg,1,275.8348537,308,3.98
2067,Charming loft in a old town house,Mads,West Village,16,534.7101021,627,2.94
2068,Comfy twin bed/Cosy apartment/East Harlem / Subway,Pete & Marcos,East Harlem,16,250.2421634,456,3.97
2069,Cozy and comfortable studio in Clinton Hill.,Max,Clinton Hill,1,200.0352148,325,2.86
2070,"Prime Location in Manhattan, near Central Park",Arata,Harlem,1,266.520215,180,3.13
2071,"Cozy Studio, close to everything!",Gayle,Upper East Side,16,530.8058043,449,3.01
2072,"Cozy Apartment in Williamsburg, BK",Kenny,Williamsburg,1,95.43949264,268,4.76
2073,"Best Location - Modern 1 BR, very quiet",Corporate Housing,Upper East Side,16,526.5681057,332,2.23
2074,New York's Cozy House,Seohee,Morningside Heights,1,265.9428952,500,4.12
2075,Murray Hill Jewel With Outdoor Space,CRNY Monthly Rentals,Murray Hill,1,288.301609,211,2.7
2076,"Pvt room in 2br/1bath, Crown Hghts",Farai,Crown Heights,1,266.0176325,344,3.17
2077,Beautiful Designer DUMBO Loft,Michael,Vinegar Hill,1,208.2676645,366,3.06
2078,Cosy 1 bedroom NYC apartment close to Manhattan.,Aoife,Astoria,5,167.2662059,616,4
2079,Spacious room in Williamsburg (10min to Manhattan),Rachel,Williamsburg,1,98.16387686,173,3.08
2080,Spacious apartment in Brooklyn,Mariah,Gravesend,1,84.22568584,257,3.37
2081,Your home in Flatiron NYC,Al,Flatiron District,1,289.132726,328,2.2
2082,Cozy Centrally Located Private Room in Bushwhick,Sofia,Bushwick,1,90.14638691,283,2.29
2083,NEW Bedroom w/Private Toilet (Great Study Space),Rasheda,Midwood,16,509.7733988,231,2.24
2084,1 BR in heart of East Village,Derrick,East Village,16,535.4240309,454,1.68
2085,"Entire home in East Village, 2BD, Family friendly",Roman,East Village,16,534.885985,352,2.26
2086,Bright Williamsburg Loft w Balcony,Evan,Williamsburg,1,207.2850737,154,3.64
2087,CLEAN PRIVATE bathroom in Newly built in 2014,Momoyo,Elmhurst,5,88.67147163,591,2.11
2088,Great Studio in Hells Kitchen Next to Times Square,Alexey,Hell's Kitchen,1,283.0228928,161,3.39
2089,room in prime williamsburg,Jisoo,Williamsburg,1,101.9066028,294,3.55
2090,Modern Brooklyn oasis (PRIVATE ROOM),Rameera,Prospect-Lefferts Gardens,1,89.360181,243,2.11
2091,Sunny Beach House type room on UWS,Caitlin,Upper West Side,1,137.7497768,359,4.16
2092,Beautifully Designed Green Point in Greenpoint,Rinat,Greenpoint,16,256.6586052,677,4.3
2093,"Lovely,Spacious,UpperWestSide/Spend a SummerMonth",Lori,Upper West Side,16,517.5379385,239,2.48
2094,"Cozy room available in Bed-Stuy, BK",Sal,Bedford-Stuyvesant,1,94.1057325,514,4.53
2095,Bedroom in East Williamsburg,Hannah,Williamsburg,16,521.7701435,441,2.53
2096,Cozy private room in Hamilton Heights in Manhattan,Erykah,Harlem,1,128.1196351,220,1.8
2097,"Cozy room w/AC, 2 blocks from L train",Matt,Williamsburg,1,94.23059515,327,4.18
2098,Quiet sanctuary in the heart of the UES,Lia,Upper East Side,16,530.6670592,399,3.58
2099,Small 3rd story Room off BRKLYN-QUEENS Expressway,James,Greenpoint,1,98.05182284,300,2.06
2100,Amazing 1 bed 1 bath in full service bld #6118,David,Kips Bay,16,537.8482968,182,4.36
2101,Entire home/apt in New York,Patrick,East Village,1,285.3836873,349,3.2
2102,"Sunshine 1BR Apt near M&L Subways, Kitchenette",Yuna,Bushwick,1,197.1717658,304,4.23
2103,A Home Away from Home!,Miata,Harlem,16,245.7364807,308,2.4
2104,"Park Slope, Sunny, Private, Quiet, 2 Bedroom",Peter,South Slope,1,197.3872652,352,3.38
2105,Huge private bedroom in the heart of Manhattan,Uly,Upper East Side,1,142.3913765,382,3.25
2106,"Spacious 1 bedroom apt in Chinatown, NYC",Conor,Chinatown,16,534.1925038,236,2.4
2107,"MODERN 2BD WITH ROOFTOP, DOWNTOWN MANHATTAN",Anthony,Financial District,1,283.4076739,412,4.01
2108,true 1 BR in prime east village,Sarah,East Village,1,287.6022804,201,4.86
2109,Cozy little studio in Chelsea,Yulia,Chelsea,16,535.7916509,380,2.44
2110,Luxury/Midtown East,Tal,Murray Hill,16,536.7435242,340,3.87
2111,Faith,Rachel,Jamaica,5,77.5294682,371,2.55
2112,Bedroom w/ own bathroom & backyard in Bushwick!,Daniel,Bushwick,1,91.95127299,515,1.91
2113,Private Confortable Queen size Bedroom in UES.,Ali,Upper East Side,16,255.7557315,176,3.91
2114,Brooklyn Nook,Michael,Greenpoint,1,100.0850044,219,3.31
2115,Cosy Manor on Menahan,Salar,Bushwick,1,90.88444852,332,1.9
2116,Cosy Room in Chinatown. Near Canal St.,Eli,Chinatown,16,535.0635839,595,2.04
2117,Cozy and Modern Brooklyn Loft with amazing view!,Kyle,Bushwick,1,197.6574416,247,2.68
2118,Private Micro Room 2,Han,Hell's Kitchen,16,261.3310226,253,2.41
2119,Modern Williamsburg Apt w/ Balcony,David,Williamsburg,1,202.0993355,511,3.04
2120,Great Hells Kitchen sofa,Jeff,Hell's Kitchen,16,199.5524388,218,2.11
2121,Beautiful Room in Bed-Stuy w/ Bridge Theme,Ava,Bedford-Stuyvesant,1,93.1003643,397,3.52
2122,Prime Chelsea~XL1Br~Terrace~Sleeps4,Host,Chelsea,1,287.310175,375,2.85
2123,Art Lover’s Dream! Chelsea Delight!,Norman,Chelsea,1,146.6809286,406,2.77
2124,Luxury 1 Bedroom Central Park Views,Henry,Upper West Side,17,519.9681894,538,4.18
2125,Diamond in the Art of Bushwick 1 block to M Subway,Megwyn,Bushwick,1,92.60834612,331,3.45
2126,Fabulous 1BA/1BD near Times Square,Leah,Hell's Kitchen,1,144.7408282,488,2.97
