"id","Deal"
3795,"Bad"
9748,"Bad"
4558,"Bad"
6453,"Bad"
19935,"Neutral"
10140,"Bad"
4249,"Bad"
17251,"Bad"
10647,"Bad"
17977,"Neutral"
6638,"Bad"
21219,"Neutral"
24259,"Neutral"
19074,"Neutral"
14415,"Neutral"
2947,"Neutral"
9215,"Neutral"
12493,"Neutral"
7639,"Neutral"
25566,"Neutral"
15120,"Neutral"
23256,"Bad"
18158,"Neutral"
12088,"Bad"
23833,"Bad"
6708,"Neutral"
8529,"Bad"
1602,"Bad"
2022,"Neutral"
2568,"Neutral"
577,"Bad"
22851,"Bad"
22862,"Bad"
9912,"Bad"
5176,"Neutral"
25054,"Neutral"
6265,"Neutral"
13190,"Bad"
1487,"Neutral"
21534,"Bad"
24083,"Neutral"
18206,"Bad"
17842,"Neutral"
874,"Bad"
3789,"Neutral"
581,"Bad"
3252,"Neutral"
7369,"Bad"
11013,"Bad"
18303,"Bad"
12469,"Neutral"
20614,"Bad"
8588,"Bad"
22679,"Bad"
16791,"Bad"
10962,"Bad"
10093,"Neutral"
10586,"Neutral"
21040,"Bad"
1891,"Bad"
11549,"Bad"
9805,"Neutral"
13090,"Bad"
2726,"Bad"
24111,"Bad"
14030,"Bad"
23677,"Neutral"
17616,"Bad"
1768,"Bad"
512,"Bad"
5045,"Neutral"
14517,"Neutral"
18359,"Neutral"
6015,"Neutral"
22015,"Bad"
72,"Neutral"
14606,"Neutral"
15092,"Bad"
12094,"Bad"
2702,"Bad"
4433,"Neutral"
5303,"Bad"
13508,"Neutral"
14925,"Neutral"
24240,"Neutral"
8932,"Neutral"
23579,"Neutral"
10503,"Neutral"
4143,"Neutral"
10860,"Bad"
9453,"Bad"
7366,"Neutral"
20612,"Bad"
2982,"Bad"
24038,"Bad"
25130,"Neutral"
11601,"Bad"
19201,"Good"
5440,"Bad"
11401,"Bad"
13710,"Bad"
18411,"Neutral"
2371,"Bad"
7117,"Neutral"
24236,"Neutral"
2609,"Bad"
544,"Bad"
14604,"Neutral"
16237,"Neutral"
2408,"Neutral"
9217,"Bad"
8120,"Bad"
13703,"Bad"
17549,"Neutral"
4345,"Neutral"
13937,"Bad"
8957,"Bad"
16103,"Neutral"
2458,"Bad"
2123,"Neutral"
22889,"Bad"
3337,"Neutral"
14510,"Neutral"
7715,"Bad"
16246,"Bad"
12978,"Neutral"
11968,"Bad"
305,"Bad"
15975,"Bad"
8323,"Neutral"
13050,"Bad"
1025,"Bad"
22166,"Bad"
6655,"Neutral"
10424,"Bad"
25361,"Bad"
346,"Bad"
17073,"Neutral"
10828,"Neutral"
25159,"Neutral"
576,"Bad"
865,"Bad"
24067,"Neutral"
23392,"Neutral"
6142,"Bad"
2122,"Neutral"
6284,"Bad"
7988,"Bad"
9084,"Neutral"
3256,"Bad"
4956,"Neutral"
16542,"Neutral"
22904,"Neutral"
17599,"Bad"
5774,"Neutral"
12127,"Neutral"
8271,"Neutral"
18559,"Neutral"
3571,"Neutral"
24269,"Bad"
4587,"Bad"
15393,"Neutral"
17098,"Bad"
5397,"Neutral"
22091,"Bad"
18353,"Neutral"
12565,"Bad"
16175,"Neutral"
19977,"Neutral"
19408,"Bad"
19617,"Neutral"
19934,"Neutral"
6325,"Bad"
6285,"Neutral"
21960,"Bad"
7863,"Bad"
3572,"Bad"
9167,"Bad"
10027,"Bad"
10305,"Neutral"
7712,"Bad"
670,"Neutral"
14638,"Bad"
18191,"Bad"
6405,"Bad"
19289,"Neutral"
9936,"Neutral"
1801,"Neutral"
10054,"Bad"
15396,"Neutral"
10303,"Neutral"
19285,"Neutral"
24870,"Neutral"
4462,"Neutral"
20986,"Neutral"
9209,"Bad"
7138,"Neutral"
22202,"Neutral"
10545,"Bad"
19403,"Neutral"
14195,"Neutral"
13099,"Neutral"
18894,"Bad"
15404,"Bad"
22570,"Neutral"
22537,"Bad"
19252,"Bad"
3466,"Bad"
6895,"Neutral"
6524,"Neutral"
12006,"Neutral"
826,"Neutral"
17,"Bad"
4019,"Neutral"
25402,"Bad"
16257,"Bad"
13580,"Neutral"
5688,"Bad"
1911,"Neutral"
8594,"Bad"
8359,"Bad"
15038,"Bad"
14399,"Bad"
10297,"Bad"
5568,"Neutral"
10551,"Neutral"
828,"Bad"
5352,"Neutral"
9170,"Bad"
18933,"Neutral"
22696,"Neutral"
3732,"Bad"
25399,"Neutral"
4706,"Bad"
19816,"Neutral"
22856,"Neutral"
24061,"Bad"
22402,"Bad"
12237,"Bad"
10561,"Bad"
8469,"Neutral"
336,"Bad"
9370,"Bad"
2748,"Neutral"
15442,"Bad"
14856,"Neutral"
17243,"Neutral"
5701,"Neutral"
17467,"Neutral"
20543,"Good"
23519,"Bad"
8883,"Neutral"
23902,"Neutral"
15462,"Good"
6889,"Bad"
5196,"Bad"
22398,"Bad"
23250,"Bad"
6865,"Neutral"
7255,"Bad"
19260,"Neutral"
8799,"Neutral"
19387,"Bad"
1671,"Neutral"
6999,"Bad"
25341,"Neutral"
7376,"Neutral"
3392,"Neutral"
1812,"Bad"
21200,"Neutral"
9630,"Neutral"
13893,"Neutral"
2277,"Neutral"
12074,"Bad"
11362,"Neutral"
18679,"Bad"
15137,"Bad"
6873,"Bad"
1907,"Neutral"
11164,"Bad"
22400,"Bad"
11505,"Neutral"
14853,"Neutral"
18145,"Bad"
8806,"Neutral"
19894,"Neutral"
23033,"Neutral"
17559,"Bad"
8329,"Neutral"
14785,"Bad"
19631,"Good"
12992,"Bad"
3361,"Good"
15498,"Neutral"
21250,"Bad"
329,"Neutral"
9456,"Neutral"
7804,"Bad"
14722,"Neutral"
9649,"Neutral"
21850,"Neutral"
16450,"Neutral"
18537,"Neutral"
11016,"Neutral"
24378,"Neutral"
20061,"Bad"
16524,"Bad"
14414,"Neutral"
7437,"Neutral"
3918,"Bad"
19542,"Neutral"
711,"Neutral"
6904,"Bad"
7683,"Neutral"
2942,"Neutral"
20093,"Neutral"
17875,"Neutral"
2203,"Bad"
10515,"Neutral"
9287,"Good"
16217,"Neutral"
25556,"Bad"
14460,"Bad"
12922,"Neutral"
25174,"Bad"
22260,"Neutral"
10345,"Bad"
23435,"Neutral"
24891,"Neutral"
21120,"Bad"
3230,"Bad"
11015,"Neutral"
23636,"Neutral"
18578,"Neutral"
25052,"Bad"
9340,"Bad"
4188,"Neutral"
24964,"Neutral"
21722,"Bad"
11573,"Neutral"
19954,"Bad"
3104,"Neutral"
23374,"Neutral"
14984,"Neutral"
23622,"Bad"
7046,"Bad"
18794,"Neutral"
3405,"Neutral"
13730,"Bad"
8261,"Neutral"
15794,"Neutral"
21719,"Neutral"
21359,"Neutral"
11640,"Neutral"
1644,"Bad"
10393,"Bad"
10055,"Neutral"
7964,"Neutral"
15280,"Bad"
8716,"Neutral"
6698,"Bad"
3057,"Neutral"
24233,"Bad"
7507,"Neutral"
2116,"Bad"
545,"Neutral"
2485,"Neutral"
3132,"Neutral"
12130,"Neutral"
16061,"Bad"
11011,"Neutral"
3065,"Neutral"
9016,"Bad"
6068,"Neutral"
5939,"Neutral"
24863,"Neutral"
4533,"Neutral"
12853,"Neutral"
1876,"Neutral"
24270,"Bad"
5141,"Good"
6339,"Bad"
14766,"Neutral"
2106,"Bad"
21069,"Neutral"
24494,"Neutral"
11823,"Neutral"
6828,"Neutral"
16706,"Neutral"
19695,"Bad"
14126,"Neutral"
20519,"Neutral"
2775,"Neutral"
25252,"Bad"
4789,"Good"
785,"Bad"
21457,"Bad"
17932,"Neutral"
22394,"Neutral"
4355,"Good"
9554,"Bad"
12010,"Neutral"
10651,"Bad"
24154,"Neutral"
10166,"Neutral"
3388,"Neutral"
10118,"Neutral"
12387,"Bad"
14493,"Neutral"
16871,"Bad"
19296,"Neutral"
16600,"Neutral"
16830,"Bad"
6520,"Bad"
7392,"Bad"
11806,"Good"
23358,"Neutral"
8623,"Neutral"
4369,"Bad"
9758,"Bad"
15893,"Bad"
12690,"Bad"
483,"Neutral"
13372,"Bad"
20784,"Bad"
558,"Bad"
22551,"Good"
13584,"Neutral"
3975,"Neutral"
981,"Bad"
13259,"Bad"
19224,"Neutral"
24878,"Neutral"
22089,"Bad"
7233,"Neutral"
22404,"Bad"
10529,"Neutral"
2359,"Bad"
7520,"Bad"
7713,"Neutral"
9925,"Bad"
20320,"Bad"
6992,"Bad"
13447,"Bad"
23835,"Bad"
16792,"Bad"
20092,"Neutral"
19841,"Bad"
12314,"Neutral"
5877,"Neutral"
22761,"Neutral"
14897,"Neutral"
18752,"Good"
7407,"Neutral"
49,"Good"
10003,"Neutral"
21377,"Bad"
9473,"Bad"
6154,"Bad"
23320,"Neutral"
6606,"Neutral"
24217,"Bad"
1019,"Bad"
4905,"Neutral"
9186,"Neutral"
24773,"Neutral"
22547,"Good"
2474,"Neutral"
7285,"Neutral"
4261,"Neutral"
528,"Bad"
19478,"Neutral"
21302,"Neutral"
19306,"Neutral"
4734,"Neutral"
17604,"Neutral"
112,"Neutral"
6800,"Neutral"
10525,"Neutral"
10652,"Neutral"
1259,"Neutral"
6725,"Neutral"
23975,"Good"
20647,"Neutral"
21295,"Neutral"
24899,"Neutral"
5516,"Neutral"
9148,"Neutral"
23430,"Neutral"
13235,"Bad"
10413,"Bad"
14992,"Neutral"
9604,"Neutral"
605,"Good"
18748,"Neutral"
18704,"Bad"
18263,"Neutral"
21741,"Neutral"
25384,"Neutral"
19227,"Neutral"
20964,"Neutral"
17894,"Good"
18625,"Neutral"
11166,"Neutral"
21130,"Bad"
23198,"Neutral"
21502,"Neutral"
15713,"Bad"
6357,"Good"
14375,"Neutral"
1376,"Good"
1894,"Good"
10644,"Neutral"
24816,"Neutral"
13957,"Good"
6059,"Neutral"
18184,"Bad"
16162,"Neutral"
18591,"Bad"
15879,"Bad"
7607,"Neutral"
2352,"Good"
3644,"Bad"
6273,"Neutral"
23734,"Neutral"
2829,"Neutral"
3105,"Neutral"
12305,"Neutral"
2954,"Good"
13720,"Neutral"
23802,"Neutral"
18211,"Neutral"
12138,"Neutral"
16453,"Bad"
20461,"Neutral"
5581,"Neutral"
13017,"Neutral"
20284,"Neutral"
8094,"Neutral"
24333,"Good"
2131,"Bad"
12902,"Neutral"
1859,"Neutral"
2674,"Neutral"
8389,"Neutral"
20858,"Bad"
23921,"Neutral"
12632,"Good"
11936,"Neutral"
12510,"Good"
10442,"Good"
1127,"Neutral"
12373,"Bad"
4651,"Neutral"
2470,"Bad"
9986,"Neutral"
8126,"Neutral"
16057,"Bad"
5213,"Bad"
16765,"Good"
2557,"Bad"
25396,"Bad"
5152,"Neutral"
6854,"Bad"
4291,"Neutral"
14116,"Bad"
2781,"Neutral"
21731,"Neutral"
8327,"Neutral"
4031,"Bad"
641,"Bad"
21944,"Neutral"
21858,"Good"
3877,"Neutral"
21933,"Neutral"
5333,"Good"
24445,"Neutral"
10341,"Good"
9977,"Bad"
6344,"Good"
8649,"Neutral"
22869,"Good"
21193,"Neutral"
7430,"Good"
22250,"Neutral"
18952,"Neutral"
15877,"Bad"
266,"Neutral"
17332,"Neutral"
11543,"Neutral"
10234,"Neutral"
2671,"Neutral"
2564,"Neutral"
2207,"Neutral"
19058,"Bad"
4280,"Good"
12936,"Neutral"
24597,"Good"
16280,"Neutral"
1206,"Neutral"
2675,"Neutral"
15377,"Neutral"
1282,"Bad"
15921,"Good"
10010,"Neutral"
22418,"Neutral"
14884,"Neutral"
1956,"Neutral"
5848,"Bad"
6091,"Neutral"
12530,"Neutral"
20179,"Bad"
20533,"Neutral"
25377,"Neutral"
6519,"Good"
17762,"Bad"
3913,"Bad"
23839,"Neutral"
13236,"Bad"
17038,"Neutral"
20635,"Bad"
23713,"Neutral"
16822,"Neutral"
5165,"Neutral"
7393,"Neutral"
21220,"Neutral"
20733,"Neutral"
870,"Good"
13608,"Good"
23530,"Good"
1424,"Bad"
12644,"Good"
9284,"Neutral"
13493,"Neutral"
5603,"Neutral"
14108,"Neutral"
868,"Neutral"
14470,"Neutral"
4187,"Good"
381,"Bad"
23694,"Neutral"
15325,"Good"
5899,"Neutral"
186,"Neutral"
2735,"Good"
11766,"Neutral"
17193,"Neutral"
17274,"Neutral"
6504,"Neutral"
18688,"Neutral"
11604,"Bad"
13492,"Bad"
3784,"Good"
17348,"Good"
6441,"Neutral"
11255,"Neutral"
2069,"Neutral"
19103,"Neutral"
6587,"Neutral"
3676,"Good"
12032,"Neutral"
15963,"Neutral"
4020,"Good"
4023,"Neutral"
11717,"Bad"
7830,"Good"
20264,"Good"
23591,"Neutral"
19248,"Neutral"
15293,"Neutral"
13916,"Neutral"
25029,"Bad"
9914,"Neutral"
11652,"Neutral"
6021,"Good"
14719,"Bad"
18241,"Neutral"
16415,"Neutral"
18276,"Neutral"
25032,"Neutral"
11620,"Good"
8101,"Neutral"
14293,"Neutral"
8222,"Neutral"
13670,"Neutral"
9825,"Neutral"
9017,"Neutral"
14949,"Good"
8633,"Good"
20133,"Good"
25240,"Neutral"
10496,"Neutral"
4748,"Neutral"
7835,"Good"
19899,"Bad"
5929,"Neutral"
462,"Neutral"
20026,"Neutral"
16849,"Good"
14929,"Neutral"
5900,"Neutral"
18566,"Bad"
23468,"Neutral"
1831,"Neutral"
16363,"Bad"
22242,"Neutral"
16578,"Good"
946,"Neutral"
9328,"Bad"
17453,"Neutral"
19029,"Good"
1918,"Good"
20433,"Bad"
24157,"Neutral"
15290,"Neutral"
25004,"Neutral"
6744,"Neutral"
20028,"Bad"
6858,"Neutral"
6654,"Neutral"
5316,"Neutral"
17420,"Neutral"
6743,"Neutral"
10143,"Good"
7014,"Neutral"
18181,"Neutral"
9327,"Bad"
15287,"Neutral"
823,"Good"
9618,"Bad"
1074,"Neutral"
24713,"Neutral"
11426,"Good"
15029,"Neutral"
15316,"Bad"
19167,"Good"
20142,"Neutral"
11384,"Neutral"
11387,"Good"
5560,"Neutral"
9811,"Bad"
4631,"Bad"
13709,"Good"
9203,"Good"
8841,"Neutral"
18551,"Neutral"
12522,"Neutral"
4704,"Neutral"
21591,"Good"
10904,"Neutral"
700,"Neutral"
25433,"Bad"
11898,"Bad"
9587,"Good"
439,"Bad"
4970,"Neutral"
11828,"Neutral"
21781,"Good"
19093,"Neutral"
12084,"Neutral"
8326,"Neutral"
22981,"Bad"
2181,"Bad"
9398,"Neutral"
9615,"Good"
8020,"Neutral"
23594,"Bad"
3959,"Neutral"
24525,"Neutral"
15058,"Neutral"
24491,"Good"
22373,"Bad"
11439,"Neutral"
311,"Bad"
21430,"Neutral"
19883,"Bad"
20818,"Neutral"
14148,"Neutral"
9556,"Bad"
2341,"Neutral"
7918,"Neutral"
18246,"Neutral"
24975,"Bad"
22215,"Good"
17678,"Neutral"
11034,"Neutral"
5398,"Neutral"
15967,"Neutral"
248,"Neutral"
6363,"Good"
889,"Neutral"
15265,"Neutral"
20667,"Neutral"
7710,"Bad"
3534,"Neutral"
20991,"Good"
6522,"Neutral"
14659,"Neutral"
12578,"Bad"
10026,"Neutral"
50,"Neutral"
1406,"Neutral"
16570,"Bad"
23369,"Neutral"
22442,"Neutral"
13712,"Neutral"
6632,"Neutral"
16767,"Bad"
13087,"Neutral"
17864,"Good"
9196,"Bad"
24488,"Bad"
3821,"Neutral"
17863,"Neutral"
16596,"Good"
12814,"Neutral"
17169,"Neutral"
10245,"Neutral"
6849,"Neutral"
8882,"Neutral"
22540,"Good"
18608,"Bad"
10506,"Good"
15039,"Neutral"
2509,"Neutral"
15194,"Neutral"
22099,"Neutral"
23243,"Neutral"
18872,"Bad"
11614,"Neutral"
24736,"Good"
6804,"Neutral"
15468,"Good"
12037,"Neutral"
20999,"Good"
907,"Neutral"
17221,"Neutral"
5554,"Neutral"
24623,"Neutral"
940,"Bad"
3569,"Bad"
13446,"Neutral"
3396,"Neutral"
18909,"Bad"
1585,"Good"
23010,"Neutral"
9125,"Neutral"
1538,"Neutral"
16748,"Neutral"
20492,"Neutral"
7317,"Neutral"
4559,"Bad"
24608,"Neutral"
14895,"Good"
23289,"Neutral"
1788,"Neutral"
9820,"Neutral"
23213,"Good"
5263,"Bad"
8372,"Bad"
1625,"Good"
21649,"Good"
10429,"Good"
23212,"Neutral"
1543,"Neutral"
17295,"Good"
16445,"Good"
18140,"Bad"
9469,"Neutral"
8140,"Neutral"
24582,"Neutral"
5633,"Bad"
10043,"Good"
5384,"Neutral"
203,"Bad"
6639,"Good"
10472,"Neutral"
11374,"Good"
1578,"Bad"
14731,"Neutral"
15385,"Good"
13205,"Neutral"
1536,"Neutral"
22772,"Bad"
24258,"Good"
13814,"Good"
18648,"Neutral"
22619,"Neutral"
5114,"Neutral"
7618,"Bad"
25303,"Bad"
8009,"Bad"
10568,"Neutral"
4169,"Neutral"
7032,"Good"
23442,"Neutral"
5455,"Neutral"
2940,"Neutral"
11413,"Neutral"
2698,"Good"
22028,"Neutral"
12267,"Neutral"
17551,"Good"
5585,"Neutral"
10367,"Good"
7812,"Bad"
16910,"Good"
6552,"Bad"
9188,"Bad"
23957,"Good"
7445,"Neutral"
14597,"Neutral"
8454,"Neutral"
2556,"Bad"
2174,"Neutral"
6707,"Neutral"
11839,"Neutral"
3823,"Neutral"
21129,"Good"
4933,"Bad"
360,"Neutral"
14651,"Neutral"
17882,"Good"
22607,"Neutral"
5827,"Neutral"
3292,"Neutral"
14478,"Neutral"
7397,"Good"
15668,"Good"
7399,"Bad"
19602,"Bad"
17365,"Good"
10766,"Bad"
655,"Neutral"
3667,"Neutral"
11047,"Good"
15012,"Bad"
11062,"Bad"
20930,"Neutral"
3440,"Neutral"
10448,"Neutral"
21216,"Neutral"
7209,"Neutral"
7576,"Good"
16529,"Bad"
492,"Neutral"
24198,"Bad"
20119,"Bad"
13085,"Neutral"
9319,"Good"
332,"Neutral"
13173,"Neutral"
17140,"Neutral"
9163,"Neutral"
9189,"Neutral"
12813,"Neutral"
18753,"Neutral"
12177,"Neutral"
3427,"Bad"
21740,"Good"
16041,"Neutral"
11846,"Good"
25536,"Neutral"
6338,"Bad"
267,"Neutral"
17640,"Neutral"
9418,"Good"
9255,"Good"
13273,"Good"
18739,"Neutral"
12396,"Good"
412,"Good"
7334,"Bad"
6097,"Neutral"
19185,"Neutral"
15380,"Good"
16996,"Neutral"
16879,"Good"
3030,"Neutral"
2301,"Good"
24051,"Neutral"
1984,"Neutral"
17897,"Neutral"
24058,"Good"
24047,"Bad"
5488,"Neutral"
5988,"Neutral"
649,"Good"
18958,"Good"
5228,"Neutral"
8146,"Good"
24668,"Neutral"
9,"Neutral"
2239,"Good"
13177,"Neutral"
17669,"Good"
1985,"Neutral"
24459,"Bad"
6117,"Neutral"
14217,"Good"
14839,"Neutral"
8281,"Good"
8160,"Bad"
22742,"Bad"
17397,"Bad"
23674,"Bad"
24526,"Neutral"
1804,"Bad"
18208,"Neutral"
7394,"Neutral"
19106,"Neutral"
13631,"Neutral"
14840,"Neutral"
3882,"Good"
16433,"Good"
24655,"Neutral"
10358,"Neutral"
4168,"Neutral"
25423,"Neutral"
17409,"Neutral"
20206,"Neutral"
14696,"Bad"
15592,"Bad"
1739,"Neutral"
21943,"Neutral"
1948,"Neutral"
1624,"Good"
121,"Good"
695,"Neutral"
16319,"Neutral"
2475,"Neutral"
24708,"Bad"
11349,"Neutral"
131,"Neutral"
14027,"Bad"
4429,"Neutral"
14028,"Neutral"
22356,"Good"
15852,"Neutral"
2975,"Neutral"
14034,"Good"
10749,"Neutral"
12533,"Good"
23590,"Neutral"
14522,"Bad"
21160,"Neutral"
12169,"Good"
7311,"Neutral"
11807,"Bad"
6585,"Neutral"
22620,"Neutral"
15458,"Neutral"
5336,"Good"
17805,"Neutral"
9307,"Good"
21575,"Good"
10155,"Good"
12219,"Neutral"
8821,"Neutral"
6636,"Neutral"
17573,"Neutral"
1864,"Good"
23365,"Neutral"
5139,"Good"
25549,"Neutral"
12553,"Neutral"
18874,"Neutral"
24341,"Neutral"
9966,"Neutral"
1789,"Neutral"
19643,"Good"
11626,"Neutral"
13452,"Neutral"
417,"Neutral"
8918,"Neutral"
16049,"Neutral"
24960,"Bad"
18887,"Bad"
382,"Neutral"
10832,"Neutral"
5489,"Neutral"
986,"Good"
19010,"Neutral"
12412,"Good"
1967,"Bad"
17555,"Good"
6380,"Neutral"
19135,"Neutral"
13589,"Neutral"
16868,"Bad"
22584,"Neutral"
12260,"Neutral"
7849,"Neutral"
2538,"Neutral"
5816,"Good"
14443,"Neutral"
15905,"Neutral"
1207,"Neutral"
7158,"Neutral"
12016,"Neutral"
7038,"Neutral"
4851,"Good"
1453,"Neutral"
11259,"Neutral"
15913,"Good"
7895,"Good"
20413,"Neutral"
22802,"Good"
7208,"Good"
22233,"Neutral"
12394,"Neutral"
8750,"Neutral"
2191,"Neutral"
24303,"Bad"
10256,"Good"
7463,"Neutral"
538,"Good"
3214,"Bad"
23508,"Good"
18646,"Neutral"
10023,"Neutral"
23381,"Neutral"
16054,"Neutral"
9292,"Good"
8887,"Neutral"
20429,"Good"
10187,"Neutral"
712,"Good"
6706,"Good"
10713,"Neutral"
509,"Neutral"
3182,"Neutral"
14002,"Neutral"
19346,"Good"
16067,"Neutral"
2705,"Neutral"
884,"Neutral"
21535,"Neutral"
8779,"Neutral"
25420,"Neutral"
3678,"Neutral"
1251,"Neutral"
20933,"Neutral"
5704,"Good"
21418,"Bad"
17771,"Good"
2467,"Neutral"
20049,"Neutral"
18225,"Neutral"
5510,"Neutral"
2594,"Neutral"
23371,"Neutral"
24831,"Neutral"
7823,"Bad"
7659,"Neutral"
18719,"Neutral"
8193,"Neutral"
16456,"Neutral"
18278,"Good"
9007,"Neutral"
8762,"Neutral"
21155,"Neutral"
5766,"Neutral"
5364,"Neutral"
11353,"Good"
21442,"Good"
21644,"Neutral"
19213,"Neutral"
18526,"Good"
9781,"Bad"
17198,"Good"
10637,"Neutral"
19098,"Neutral"
1772,"Neutral"
12824,"Neutral"
14287,"Neutral"
19871,"Neutral"
17565,"Good"
6874,"Good"
17201,"Neutral"
12225,"Neutral"
17935,"Neutral"
18786,"Neutral"
10126,"Neutral"
21338,"Neutral"
2143,"Good"
22677,"Neutral"
8658,"Bad"
3934,"Neutral"
8349,"Bad"
15392,"Bad"
19037,"Neutral"
23412,"Neutral"
8710,"Good"
20581,"Bad"
20946,"Good"
16413,"Neutral"
10344,"Neutral"
18642,"Bad"
8558,"Bad"
5281,"Neutral"
14997,"Neutral"
24068,"Good"
3463,"Good"
1964,"Good"
17630,"Neutral"
3095,"Good"
306,"Good"
471,"Neutral"
24398,"Neutral"
3749,"Good"
7761,"Good"
11168,"Good"
23797,"Neutral"
24284,"Neutral"
4725,"Neutral"
24165,"Neutral"
3395,"Good"
16268,"Bad"
13597,"Bad"
17242,"Bad"
19063,"Neutral"
14690,"Neutral"
18703,"Bad"
17734,"Neutral"
21378,"Good"
4859,"Bad"
15308,"Bad"
16362,"Good"
21624,"Bad"
5350,"Bad"
14333,"Good"
13732,"Neutral"
21629,"Good"
21874,"Neutral"
20296,"Neutral"
12804,"Bad"
8316,"Neutral"
19247,"Bad"
25324,"Neutral"
10827,"Neutral"
258,"Neutral"
5399,"Neutral"
5480,"Bad"
12085,"Good"
9290,"Neutral"
15045,"Bad"
9822,"Neutral"
21278,"Neutral"
5405,"Bad"
13669,"Neutral"
1965,"Neutral"
18366,"Good"
16669,"Good"
13997,"Bad"
14730,"Good"
5499,"Neutral"
25540,"Good"
8533,"Good"
21776,"Good"
11207,"Neutral"
6470,"Bad"
17407,"Good"
4898,"Good"
3804,"Neutral"
4047,"Good"
18988,"Neutral"
19229,"Bad"
11055,"Neutral"
12674,"Neutral"
25351,"Neutral"
23973,"Bad"
6238,"Neutral"
21785,"Neutral"
25317,"Good"
12076,"Neutral"
12035,"Neutral"
19487,"Good"
4993,"Good"
11434,"Bad"
10139,"Neutral"
4669,"Bad"
5236,"Neutral"
22653,"Neutral"
22975,"Neutral"
7429,"Neutral"
14716,"Neutral"
20099,"Neutral"
12815,"Neutral"
25128,"Bad"
6661,"Neutral"
22051,"Neutral"
24244,"Neutral"
23640,"Neutral"
9540,"Neutral"
12583,"Neutral"
1773,"Bad"
16110,"Bad"
4202,"Neutral"
2255,"Good"
7481,"Bad"
16107,"Neutral"
6757,"Bad"
5299,"Neutral"
24011,"Neutral"
17815,"Good"
2387,"Neutral"
22915,"Good"
15185,"Good"
12961,"Neutral"
17009,"Good"
16241,"Neutral"
16238,"Neutral"
7128,"Bad"
12596,"Neutral"
4340,"Neutral"
2238,"Bad"
2926,"Neutral"
18883,"Neutral"
17787,"Neutral"
12523,"Neutral"
21473,"Bad"
14146,"Bad"
15810,"Good"
176,"Bad"
19859,"Bad"
19256,"Neutral"
17717,"Neutral"
7388,"Neutral"
11961,"Good"
8080,"Neutral"
25127,"Good"
16020,"Neutral"
2903,"Good"
2414,"Neutral"
18939,"Good"
8249,"Neutral"
15049,"Neutral"
8978,"Good"
13469,"Neutral"
12136,"Neutral"
841,"Bad"
21171,"Good"
21613,"Good"
12266,"Good"
13844,"Neutral"
6193,"Neutral"
20285,"Neutral"
6231,"Good"
6924,"Bad"
9388,"Bad"
2552,"Neutral"
17010,"Bad"
11663,"Bad"
10091,"Good"
10090,"Neutral"
18593,"Good"
8553,"Good"
4750,"Good"
25522,"Neutral"
13782,"Neutral"
20057,"Neutral"
7060,"Neutral"
20828,"Bad"
14958,"Good"
22699,"Good"
1513,"Bad"
20468,"Bad"
6979,"Good"
21356,"Neutral"
2167,"Neutral"
3220,"Good"
13791,"Neutral"
1399,"Good"
16177,"Neutral"
9867,"Good"
23719,"Bad"
7077,"Good"
23840,"Neutral"
14244,"Bad"
21893,"Neutral"
11611,"Neutral"
10154,"Good"
21899,"Neutral"
24576,"Good"
24334,"Neutral"
2465,"Good"
8297,"Neutral"
5545,"Bad"
22675,"Neutral"
21950,"Neutral"
17819,"Neutral"
16320,"Bad"
14133,"Neutral"
22277,"Good"
9763,"Bad"
16204,"Neutral"
15557,"Neutral"
10984,"Neutral"
10131,"Neutral"
19207,"Neutral"
19969,"Neutral"
8676,"Neutral"
19333,"Neutral"
5764,"Good"
20540,"Good"
10673,"Bad"
5319,"Neutral"
4356,"Neutral"
18323,"Neutral"
22045,"Neutral"
17471,"Good"
20997,"Neutral"
15772,"Bad"
22661,"Good"
24968,"Good"
13432,"Good"
11610,"Neutral"
8210,"Neutral"
17081,"Good"
917,"Good"
1001,"Good"
17441,"Neutral"
10645,"Neutral"
5056,"Good"
6033,"Neutral"
1658,"Good"
20367,"Neutral"
11296,"Neutral"
10206,"Bad"
6319,"Good"
9963,"Good"
25475,"Bad"
4335,"Neutral"
19278,"Neutral"
15269,"Good"
9562,"Good"
11714,"Neutral"
1952,"Neutral"
16046,"Neutral"
17057,"Bad"
5074,"Bad"
21353,"Bad"
15965,"Neutral"
7509,"Good"
3699,"Good"
17017,"Neutral"
10261,"Neutral"
18277,"Neutral"
23424,"Good"
20389,"Neutral"
20509,"Good"
11760,"Neutral"
23266,"Neutral"
16142,"Bad"
15173,"Bad"
1930,"Neutral"
5087,"Bad"
5692,"Neutral"
9585,"Neutral"
4483,"Good"
12705,"Neutral"
17765,"Neutral"
23961,"Neutral"
24814,"Neutral"
4847,"Neutral"
16151,"Neutral"
24292,"Neutral"
2584,"Neutral"
14128,"Neutral"
6396,"Good"
23894,"Neutral"
11053,"Neutral"
9477,"Neutral"
21015,"Good"
12392,"Good"
610,"Good"
25397,"Bad"
17180,"Neutral"
21674,"Neutral"
20421,"Bad"
5232,"Good"
22487,"Good"
8270,"Neutral"
20908,"Good"
9243,"Neutral"
6489,"Neutral"
15400,"Neutral"
4839,"Neutral"
4834,"Neutral"
24151,"Neutral"
11395,"Good"
4717,"Neutral"
4351,"Bad"
12575,"Neutral"
7112,"Neutral"
7235,"Good"
